time,phaseBit,mass-dynamics,E1FiringBit,E2FiringBit,E3FiringBit,E4FiringBit,CengFirBit - NA,Engine1-Thrust,Engine2-Thrust,Engine3-Thrust,Engine4-Thrust,CentalEngine-Thrust - NA,EngTorque-Yaw,EngTorque-Roll,EngTorque-Pitch,Dynamics-MCMFPA-rVector-x,Dynamics-MCMFPA-rVector-y,Dynamics-MCMFPA-rVector-z,Dynamics-MCMFPA-vVector-vx,Dynamics-MCMFPA-vVector-vy,Dynamics-MCMFPA-vVector-vz,qbody-1,qbody-2,qbody-3,qbody-4,wbody-1,wbody-2,wbody-3,Dynamics-latitude-ME,Dynamics-longitude-ME,Dynamics-height-ME,LanderPositionENU-East,LanderPositionENU-North,LanderPositionENU-Up(Not same as height),LanderVelocityENU-East,LanderVelocityENU-North,LanderVelocityENU-Up,-1,-1,-1,LanderHeightFromSurface (With DEM),LanderYawWRTVertical,LanderRollWRTVertical,LanderPitchWRTVertical,R1-AvgThrust,R2-AvgThrust,R3-AvgThrust,R4-AvgThrust,R5-AvgThrust,R6-AvgThrust,R7-AvgThrust,R8-AvgThrust,TotalRCSAvgThrust,NetThrustFromEngineAndRCS,DynamicsHeight(Height from mean moon surface),Dynamics-J2000-rVector-x,Dynamics-J2000-rVector-y,Dynamics-J2000-rVector-z,Dynamics-J2000-vVector-vx,Dynamics-J2000-vVector-vy,Dynamics-J2000-vVector-vz,VerticalVelocity(velocity along radial mcmf vector),arc range,"HorizontalVelocity (Net horizontal velocity, norm taken so always positive)",lNav-Dynamics-r-NUE(1),lNav-Dynamics-r-NUE(2),lNav-Dynamics-r-NUE(3),lNav-Dynamics-v-NUE(1),lNav-Dynamics-v-NUE(2),lNav-Dynamics-v-NUE(3),lNav-Qlocaldyn-1,lNav-Qlocaldyn-2,lNav-Qlocaldyn-3,lNav-Qlocaldyn-4,Usable Oxidizer Left,Usable Fuel Left,Oxidizer Consumed,Fuel Consumed,ThrusterConsumedMass (Outdated),ALSPath,local surface slope,curvilinear cross (Z) landing site distance,curvilinear along (X) landing site distance,"Net horizontal distance from landing site norm(X,Z)",ThrusterConsumedMass ,TotalAccInIIU-x,TotalAccInIIU-y,TotalAccInIIU-z,CdA-Ox-1,CdA-Ox-2,CdA-Ox-3,CdA-Ox-4,CdA-Fu-1,CdA-Fu-2,CdA-Fu-3,time
2.192,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E+06,714572,-1.16E+06,-935.743,-598.325,-1270.02,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.08563995,32.4202652,30935.3,0,0,0,-3.39395,-1687.17,-2.50539,0,0,0,30935.30469,88.55794352,84.65419006,109.006003,0,0,0,0,0,0,0,0,0,0,30935.3,0,0,0,0,0,0,0,857048.8341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.2,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E+06,714567,-1.16E+06,-935.751,-598.33,-1270.01,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.08607864,32.4202652,30935.3,0,0,0,-3.39393,-1687.17,-2.50506,0,0,0,30935.28516,88.55794569,84.65462494,109.0064397,0,0,0,0,0,0,0,0,0,0,30935.3,0,0,0,0,0,0,0,857035.5732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.208,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E+06,714562,-1.16E+06,-935.759,-598.335,-1270.01,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.08651733,32.4202652,30935.2,0,0,0,-3.39391,-1687.17,-2.50473,0,0,0,30935.26367,88.5579481,84.65505981,109.0068765,0,0,0,0,0,0,0,0,0,0,30935.2,0,0,0,0,0,0,0,857022.3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.216,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E+06,714557,-1.16E+06,-935.767,-598.34,-1270,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.08695221,32.4202652,30935.2,0,0,0,-3.39389,-1687.17,-2.5044,0,0,0,30935.24414,88.5579504,84.65550232,109.0073132,0,0,0,0,0,0,0,0,0,0,30935.2,0,0,0,0,0,0,0,857009.0505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.224,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E+06,714552,-1.16E+06,-935.775,-598.345,-1269.99,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.0873909,32.42026138,30935.2,0,0,0,-3.39386,-1687.17,-2.50407,0,0,0,30935.22461,88.55795259,84.65593719,109.0077513,0,0,0,0,0,0,0,0,0,0,30935.2,0,0,0,0,0,0,0,856995.7896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.232,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E+06,714548,-1.16E+06,-935.783,-598.35,-1269.98,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.08782578,32.42026138,30935.2,0,0,0,-3.39384,-1687.17,-2.50373,0,0,0,30935.20508,88.55795488,84.65637207,109.0081881,0,0,0,0,0,0,0,0,0,0,30935.2,0,0,0,0,0,0,0,856982.5283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.24,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E+06,714543,-1.16E+06,-935.791,-598.355,-1269.97,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.08826447,32.42026138,30935.2,0,0,0,-3.39382,-1687.17,-2.5034,0,0,0,30935.18359,88.5579573,84.65681458,109.0086248,0,0,0,0,0,0,0,0,0,0,30935.2,0,0,0,0,0,0,0,856969.2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.248,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E+06,714538,-1.16E+06,-935.799,-598.36,-1269.96,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.08870316,32.42025757,30935.1,0,0,0,-3.39379,-1687.17,-2.50307,0,0,0,30935.16406,88.5579595,84.65724945,109.0090629,0,0,0,0,0,0,0,0,0,0,30935.1,0,0,0,0,0,0,0,856956.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.256,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E+06,714533,-1.16E+06,-935.807,-598.365,-1269.95,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.08913803,32.42025757,30935.1,0,0,0,-3.39377,-1687.17,-2.50274,0,0,0,30935.14453,88.55796181,84.65768433,109.0095016,0,0,0,0,0,0,0,0,0,0,30935.1,0,0,0,0,0,0,0,856942.7445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.264,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E+06,714528,-1.16E+06,-935.815,-598.37,-1269.95,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.08957672,32.42025757,30935.1,0,0,0,-3.39375,-1687.17,-2.50241,0,0,0,30935.125,88.55796421,84.65812683,109.0099364,0,0,0,0,0,0,0,0,0,0,30935.1,0,0,0,0,0,0,0,856929.4827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.272,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E+06,714524,-1.16E+06,-935.823,-598.375,-1269.94,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.09001541,32.42025375,30935.1,0,0,0,-3.39372,-1687.17,-2.50208,0,0,0,30935.10352,88.5579664,84.65856171,109.0103745,0,0,0,0,0,0,0,0,0,0,30935.1,0,0,0,0,0,0,0,856916.2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.28,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E+06,714519,-1.16E+06,-935.831,-598.38,-1269.93,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09045029,32.42025375,30935.1,0,0,0,-3.3937,-1687.17,-2.50174,0,0,0,30935.08398,88.5579687,84.65899658,109.0108113,0,0,0,0,0,0,0,0,0,0,30935.1,0,0,0,0,0,0,0,856902.9603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.288,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E+06,714514,-1.16E+06,-935.839,-598.386,-1269.92,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09088898,32.42025375,30935,0,0,0,-3.39368,-1687.17,-2.50141,0,0,0,30935.06445,88.55797099,84.65943909,109.011248,0,0,0,0,0,0,0,0,0,0,30935,0,0,0,0,0,0,0,856889.6991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.296,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E+06,714509,-1.16E+06,-935.847,-598.391,-1269.91,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09132767,32.42024994,30935,0,0,0,-3.39366,-1687.17,-2.50108,0,0,0,30935.04492,88.55797341,84.65987396,109.0116848,0,0,0,0,0,0,0,0,0,0,30935,0,0,0,0,0,0,0,856876.4378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.304,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E+06,714505,-1.16E+06,-935.855,-598.396,-1269.91,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09176254,32.42024994,30935,0,0,0,-3.39363,-1687.17,-2.50075,0,0,0,30935.02344,88.55797548,84.66030884,109.0121229,0,0,0,0,0,0,0,0,0,0,30935,0,0,0,0,0,0,0,856863.1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.312,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714500,-1.16E+06,-935.863,-598.401,-1269.9,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.09220123,32.42024994,30935,0,0,0,-3.39361,-1687.17,-2.50042,0,0,0,30935.00391,88.5579779,84.66075134,109.0125596,0,0,0,0,0,0,0,0,0,0,30935,0,0,0,0,0,0,0,856849.9156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.32,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714495,-1.16E+06,-935.871,-598.406,-1269.89,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09263992,32.42024994,30935,0,0,0,-3.39359,-1687.17,-2.50009,0,0,0,30934.98438,88.55798022,84.66118622,109.0129977,0,0,0,0,0,0,0,0,0,0,30935,0,0,0,0,0,0,0,856836.6545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.328,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714490,-1.16E+06,-935.879,-598.411,-1269.88,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.0930748,32.42024612,30934.9,0,0,0,-3.39356,-1687.17,-2.49975,0,0,0,30934.96484,88.55798239,84.66162109,109.0134345,0,0,0,0,0,0,0,0,0,0,30934.9,0,0,0,0,0,0,0,856823.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.336,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714485,-1.16E+06,-935.887,-598.416,-1269.87,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09351349,32.42024612,30934.9,0,0,0,-3.39354,-1687.17,-2.49942,0,0,0,30934.94336,88.55798482,84.6620636,109.0138732,0,0,0,0,0,0,0,0,0,0,30934.9,0,0,0,0,0,0,0,856810.1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.344,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714481,-1.16E+06,-935.895,-598.421,-1269.87,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.09394836,32.42024612,30934.9,0,0,0,-3.39352,-1687.17,-2.49909,0,0,0,30934.92383,88.55798712,84.66249847,109.0143099,0,0,0,0,0,0,0,0,0,0,30934.9,0,0,0,0,0,0,0,856796.8708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.352,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714476,-1.16E+06,-935.903,-598.426,-1269.86,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09438705,32.42024231,30934.9,0,0,0,-3.39349,-1687.17,-2.49876,0,0,0,30934.9043,88.55798944,84.66293335,109.014748,0,0,0,0,0,0,0,0,0,0,30934.9,0,0,0,0,0,0,0,856783.6088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.36,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714471,-1.16E+06,-935.911,-598.431,-1269.85,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09482574,32.42024231,30934.9,0,0,0,-3.39347,-1687.17,-2.49843,0,0,0,30934.88477,88.55799151,84.66337585,109.0151861,0,0,0,0,0,0,0,0,0,0,30934.9,0,0,0,0,0,0,0,856770.3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.368,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714466,-1.16E+06,-935.919,-598.436,-1269.84,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09526062,32.42024231,30934.8,0,0,0,-3.39345,-1687.17,-2.4981,0,0,0,30934.86328,88.55799393,84.66381073,109.0156228,0,0,0,0,0,0,0,0,0,0,30934.8,0,0,0,0,0,0,0,856757.0862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.376,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714461,-1.16E+06,-935.927,-598.441,-1269.83,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09569931,32.42023849,30934.8,0,0,0,-3.39343,-1687.17,-2.49777,0,0,0,30934.84375,88.55799635,84.66424561,109.0160596,0,0,0,0,0,0,0,0,0,0,30934.8,0,0,0,0,0,0,0,856743.8251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.384,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714457,-1.16E+06,-935.935,-598.446,-1269.82,0.37676746,-0.6003319,-0.38972479,0.58801574,-2.61E-08,0,-5.58E-06,-41.096138,32.42023849,30934.8,0,0,0,-3.3934,-1687.17,-2.49743,0,0,0,30934.82422,88.55799852,84.66468048,109.0164963,0,0,0,0,0,0,0,0,0,0,30934.8,0,0,0,0,0,0,0,856730.5638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.392,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714452,-1.16E+06,-935.943,-598.451,-1269.82,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09657288,32.42023849,30934.8,0,0,0,-3.39338,-1687.17,-2.4971,0,0,0,30934.80469,88.55800094,84.66512299,109.0169331,0,0,0,0,0,0,0,0,0,0,30934.8,0,0,0,0,0,0,0,856717.3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.4,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714447,-1.16E+06,-935.951,-598.456,-1269.81,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09701157,32.42023468,30934.8,0,0,0,-3.39336,-1687.17,-2.49677,0,0,0,30934.7832,88.55800323,84.66555786,109.0173699,0,0,0,0,0,0,0,0,0,0,30934.8,0,0,0,0,0,0,0,856704.0414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.408,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714442,-1.16E+06,-935.959,-598.461,-1269.8,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09745026,32.42023468,30934.7,0,0,0,-3.39333,-1687.17,-2.49644,0,0,0,30934.76367,88.55800533,84.66599274,109.0178093,0,0,0,0,0,0,0,0,0,0,30934.7,0,0,0,0,0,0,0,856690.7794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.416,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714438,-1.16E+06,-935.967,-598.466,-1269.79,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.09788513,32.42023468,30934.7,0,0,0,-3.39331,-1687.17,-2.49611,0,0,0,30934.74414,88.55800764,84.66643524,109.0182479,0,0,0,0,0,0,0,0,0,0,30934.7,0,0,0,0,0,0,0,856677.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.424,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714433,-1.16E+06,-935.975,-598.471,-1269.78,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09832382,32.42023468,30934.7,0,0,0,-3.39329,-1687.17,-2.49578,0,0,0,30934.72461,88.55801006,84.66687012,109.0186847,0,0,0,0,0,0,0,0,0,0,30934.7,0,0,0,0,0,0,0,856664.2577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.432,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714428,-1.16E+06,-935.983,-598.476,-1269.77,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09876251,32.42023087,30934.7,0,0,0,-3.39326,-1687.17,-2.49544,0,0,0,30934.70508,88.55801236,84.66730499,109.0191215,0,0,0,0,0,0,0,0,0,0,30934.7,0,0,0,0,0,0,0,856650.9957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.44,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714423,-1.16E+06,-935.991,-598.481,-1269.77,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09919739,32.42023087,30934.7,0,0,0,-3.39324,-1687.17,-2.49511,0,0,0,30934.68359,88.55801465,84.6677475,109.0195582,0,0,0,0,0,0,0,0,0,0,30934.7,0,0,0,0,0,0,0,856637.7344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.448,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714418,-1.16E+06,-935.999,-598.486,-1269.76,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.09963608,32.42023087,30934.6,0,0,0,-3.39322,-1687.17,-2.49478,0,0,0,30934.66406,88.55801697,84.66818237,109.0199963,0,0,0,0,0,0,0,0,0,0,30934.6,0,0,0,0,0,0,0,856624.4732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.456,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714414,-1.16E+06,-936.007,-598.491,-1269.75,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.10007095,32.42022705,30934.6,0,0,0,-3.3932,-1687.17,-2.49445,0,0,0,30934.64453,88.55801917,84.66861725,109.0204344,0,0,0,0,0,0,0,0,0,0,30934.6,0,0,0,0,0,0,0,856611.2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.464,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714409,-1.16E+06,-936.015,-598.496,-1269.74,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.10050964,32.42022705,30934.6,0,0,0,-3.39317,-1687.17,-2.49412,0,0,0,30934.625,88.55802147,84.66905975,109.0208711,0,0,0,0,0,0,0,0,0,0,30934.6,0,0,0,0,0,0,0,856597.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.472,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714404,-1.16E+06,-936.023,-598.501,-1269.73,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.10094833,32.42022705,30934.6,0,0,0,-3.39315,-1687.17,-2.49379,0,0,0,30934.60352,88.55802376,84.66949463,109.0213079,0,0,0,0,0,0,0,0,0,0,30934.6,0,0,0,0,0,0,0,856584.6897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.48,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714399,-1.16E+06,-936.031,-598.506,-1269.72,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.10138321,32.42022324,30934.6,0,0,0,-3.39313,-1687.17,-2.49345,0,0,0,30934.58398,88.55802618,84.6699295,109.0217447,0,0,0,0,0,0,0,0,0,0,30934.6,0,0,0,0,0,0,0,856571.4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.488,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714394,-1.16E+06,-936.039,-598.511,-1269.72,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.1018219,32.42022324,30934.5,0,0,0,-3.3931,-1687.17,-2.49312,0,0,0,30934.56445,88.55802848,84.67037201,109.0221814,0,0,0,0,0,0,0,0,0,0,30934.5,0,0,0,0,0,0,0,856558.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.496,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714390,-1.16E+06,-936.047,-598.516,-1269.71,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.10226059,32.42022324,30934.5,0,0,0,-3.39308,-1687.17,-2.49279,0,0,0,30934.54492,88.55803067,84.67080688,109.0226195,0,0,0,0,0,0,0,0,0,0,30934.5,0,0,0,0,0,0,0,856544.9057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.504,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714385,-1.16E+06,-936.055,-598.521,-1269.7,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.10269547,32.42022324,30934.5,0,0,0,-3.39306,-1687.17,-2.49246,0,0,0,30934.52539,88.55803297,84.67124176,109.0230563,0,0,0,0,0,0,0,0,0,0,30934.5,0,0,0,0,0,0,0,856531.6444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.512,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714380,-1.16E+06,-936.063,-598.526,-1269.69,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.10313416,32.42021942,30934.5,0,0,0,-3.39303,-1687.17,-2.49213,0,0,0,30934.50391,88.55803529,84.67168427,109.0234943,0,0,0,0,0,0,0,0,0,0,30934.5,0,0,0,0,0,0,0,856518.3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.52,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714375,-1.16E+06,-936.071,-598.531,-1269.68,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.10357285,32.42021942,30934.5,0,0,0,-3.39301,-1687.17,-2.4918,0,0,0,30934.48438,88.55803759,84.67211914,109.0239311,0,0,0,0,0,0,0,0,0,0,30934.5,0,0,0,0,0,0,0,856505.1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
2.528,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E+06,714370,-1.16E+06,-936.079,-598.536,-1269.67,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.10400772,32.42021942,30934.4,0,0,0,-3.39299,-1687.17,-2.49147,0,0,0,30934.46484,88.55803988,84.67255402,109.0243679,0,0,0,0,0,0,0,0,0,0,30934.4,0,0,0,0,0,0,0,856491.8606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
