time,phaseBit,mass-dynamics,E1FiringBit,E2FiringBit,E3FiringBit,E4FiringBit,CengFirBit - NA,Engine1-Thrust,Engine2-Thrust,Engine3-Thrust,Engine4-Thrust,CentalEngine-Thrust - NA,EngTorque-Yaw,EngTorque-Roll,EngTorque-Pitch,Dynamics-MCMFPA-rVector-x,Dynamics-MCMFPA-rVector-y,Dynamics-MCMFPA-rVector-z,Dynamics-MCMFPA-vVector-vx,Dynamics-MCMFPA-vVector-vy,Dynamics-MCMFPA-vVector-vz,qbody-1,qbody-2,qbody-3,qbody-4,wbody-1,wbody-2,wbody-3,Dynamics-latitude-ME,Dynamics-longitude-ME,Dynamics-height-ME,LanderPositionENU-East,LanderPositionENU-North,LanderPositionENU-Up(Not same as height),LanderVelocityENU-East,LanderVelocityENU-North,LanderVelocityENU-Up,-1,-1,-1,LanderHeightFromSurface (With DEM),LanderYawWRTVertical,LanderRollWRTVertical,LanderPitchWRTVertical,R1-AvgThrust,R2-AvgThrust,R3-AvgThrust,R4-AvgThrust,R5-AvgThrust,R6-AvgThrust,R7-AvgThrust,R8-AvgThrust,TotalRCSAvgThrust,NetThrustFromEngineAndRCS,DynamicsHeight(Height from mean moon surface),Dynamics-J2000-rVector-x,Dynamics-J2000-rVector-y,Dynamics-J2000-rVector-z,Dynamics-J2000-vVector-vx,Dynamics-J2000-vVector-vy,Dynamics-J2000-vVector-vz,VerticalVelocity(velocity along radial mcmf vector),arc range,"HorizontalVelocity (Net horizontal velocity, norm taken so always positive)",lNav-Dynamics-r-NUE(1),lNav-Dynamics-r-NUE(2),lNav-Dynamics-r-NUE(3),lNav-Dynamics-v-NUE(1),lNav-Dynamics-v-NUE(2),lNav-Dynamics-v-NUE(3),lNav-Qlocaldyn-1,lNav-Qlocaldyn-2,lNav-Qlocaldyn-3,lNav-Qlocaldyn-4,Usable Oxidizer Left,Usable Fuel Left,Oxidizer Consumed,Fuel Consumed,ThrusterConsumedMass (Outdated),ALSPath,local surface slope,curvilinear cross (Z) landing site distance,curvilinear along (X) landing site distance,"Net horizontal distance from landing site norm(X,Z)",ThrusterConsumedMass ,TotalAccInIIU-x,TotalAccInIIU-y,TotalAccInIIU-z,CdA-Ox-1,CdA-Ox-2,CdA-Ox-3,CdA-Ox-4,CdA-Fu-1,CdA-Fu-2,CdA-Fu-3,time
14.672001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,707056,-1.18E+06,-948.167,-606.131,-1257.07,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.7678833,32.41844559,30907.2,0,0,0,-3.35784,-1687.19,-1.98811,0,0,0,30907.26172,88.56162425,85.33642578,109.6882369,0,0,0,0,0,0,0,0,0,0,30907.2,0,0,0,0,0,0,0,836360.9386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.68,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,707051,-1.18E+06,-948.175,-606.136,-1257.06,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.76831818,32.41844559,30907.2,0,0,0,-3.35782,-1687.19,-1.98778,0,0,0,30907.24414,88.56162672,85.33686829,109.6886769,0,0,0,0,0,0,0,0,0,0,30907.2,0,0,0,0,0,0,0,836347.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.688001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,707046,-1.18E+06,-948.183,-606.141,-1257.05,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.76875687,32.41844559,30907.2,0,0,0,-3.3578,-1687.19,-1.98745,0,0,0,30907.22852,88.56162906,85.33730316,109.6891144,0,0,0,0,0,0,0,0,0,0,30907.2,0,0,0,0,0,0,0,836334.4152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.696001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,707041,-1.18E+06,-948.191,-606.146,-1257.04,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.76919556,32.41844177,30907.2,0,0,0,-3.35777,-1687.19,-1.98712,0,0,0,30907.21289,88.5616314,85.33773804,109.689552,0,0,0,0,0,0,0,0,0,0,30907.2,0,0,0,0,0,0,0,836321.1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.704,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,707036,-1.18E+06,-948.198,-606.151,-1257.03,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.76963043,32.41844177,30907.2,0,0,0,-3.35775,-1687.19,-1.98678,0,0,0,30907.19727,88.56163387,85.33818054,109.6899895,0,0,0,0,0,0,0,0,0,0,30907.2,0,0,0,0,0,0,0,836307.8922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.712001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,707031,-1.18E+06,-948.206,-606.156,-1257.03,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77006912,32.41844177,30907.2,0,0,0,-3.35773,-1687.19,-1.98645,0,0,0,30907.18164,88.56163618,85.33861542,109.6904257,0,0,0,0,0,0,0,0,0,0,30907.2,0,0,0,0,0,0,0,836294.6298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.72,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,707027,-1.18E+06,-948.214,-606.161,-1257.02,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77050781,32.41843796,30907.2,0,0,0,-3.3577,-1687.19,-1.98612,0,0,0,30907.16602,88.56163874,85.33905029,109.6908619,0,0,0,0,0,0,0,0,0,0,30907.2,0,0,0,0,0,0,0,836281.3688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.728001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,707022,-1.18E+06,-948.222,-606.166,-1257.01,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77094269,32.41843796,30907.1,0,0,0,-3.35768,-1687.19,-1.98579,0,0,0,30907.15039,88.56164108,85.3394928,109.6912995,0,0,0,0,0,0,0,0,0,0,30907.1,0,0,0,0,0,0,0,836268.1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.736001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,707017,-1.18E+06,-948.23,-606.171,-1257,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77138138,32.41843796,30907.1,0,0,0,-3.35766,-1687.19,-1.98546,0,0,0,30907.13281,88.56164365,85.33992767,109.6917356,0,0,0,0,0,0,0,0,0,0,30907.1,0,0,0,0,0,0,0,836254.8452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.744,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,707012,-1.18E+06,-948.238,-606.176,-1256.99,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.77182007,32.41843414,30907.1,0,0,0,-3.35763,-1687.19,-1.98513,0,0,0,30907.11719,88.56164599,85.34036255,109.6921756,0,0,0,0,0,0,0,0,0,0,30907.1,0,0,0,0,0,0,0,836241.5836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.752001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,707007,-1.18E+06,-948.246,-606.181,-1256.98,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77225494,32.41843414,30907.1,0,0,0,-3.35761,-1687.19,-1.98479,0,0,0,30907.10156,88.56164846,85.34080505,109.6926132,0,0,0,0,0,0,0,0,0,0,30907.1,0,0,0,0,0,0,0,836228.3217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.76,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,707002,-1.18E+06,-948.254,-606.186,-1256.97,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77269363,32.41843414,30907.1,0,0,0,-3.35759,-1687.19,-1.98446,0,0,0,30907.08594,88.5616508,85.34123993,109.6930507,0,0,0,0,0,0,0,0,0,0,30907.1,0,0,0,0,0,0,0,836215.0601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.768001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706997,-1.18E+06,-948.262,-606.191,-1256.97,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77313232,32.41843033,30907.1,0,0,0,-3.35756,-1687.19,-1.98413,0,0,0,30907.07031,88.56165327,85.3416748,109.6934883,0,0,0,0,0,0,0,0,0,0,30907.1,0,0,0,0,0,0,0,836201.7988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.776001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706993,-1.18E+06,-948.27,-606.195,-1256.96,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.7735672,32.41843033,30907,0,0,0,-3.35754,-1687.19,-1.9838,0,0,0,30907.05469,88.5616557,85.34211731,109.6939245,0,0,0,0,0,0,0,0,0,0,30907,0,0,0,0,0,0,0,836188.5372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.784,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706988,-1.18E+06,-948.278,-606.2,-1256.95,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77400589,32.41843033,30907,0,0,0,-3.35752,-1687.19,-1.98347,0,0,0,30907.03906,88.56165814,85.34255219,109.6943607,0,0,0,0,0,0,0,0,0,0,30907,0,0,0,0,0,0,0,836175.2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.792001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706983,-1.18E+06,-948.286,-606.205,-1256.94,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77444458,32.41843033,30907,0,0,0,-3.35749,-1687.19,-1.98314,0,0,0,30907.02344,88.56166061,85.34298706,109.6947982,0,0,0,0,0,0,0,0,0,0,30907,0,0,0,0,0,0,0,836162.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.800001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706978,-1.18E+06,-948.294,-606.21,-1256.93,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77487946,32.41842651,30907,0,0,0,-3.35747,-1687.19,-1.9828,0,0,0,30907.00586,88.56166292,85.34342957,109.6952344,0,0,0,0,0,0,0,0,0,0,30907,0,0,0,0,0,0,0,836148.7519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.808001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706973,-1.18E+06,-948.301,-606.215,-1256.92,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77531815,32.41842651,30907,0,0,0,-3.35745,-1687.19,-1.98247,0,0,0,30906.99023,88.5616654,85.34386444,109.6956739,0,0,0,0,0,0,0,0,0,0,30907,0,0,0,0,0,0,0,836135.4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.816001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706968,-1.18E+06,-948.309,-606.22,-1256.92,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.77575302,32.41842651,30907,0,0,0,-3.35742,-1687.19,-1.98214,0,0,0,30906.97461,88.56166786,85.34429932,109.696112,0,0,0,0,0,0,0,0,0,0,30907,0,0,0,0,0,0,0,836122.2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.824,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706964,-1.18E+06,-948.317,-606.225,-1256.91,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77619171,32.4184227,30906.9,0,0,0,-3.3574,-1687.19,-1.98181,0,0,0,30906.95898,88.56167033,85.34474182,109.6965495,0,0,0,0,0,0,0,0,0,0,30906.9,0,0,0,0,0,0,0,836108.9673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.832001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706959,-1.18E+06,-948.325,-606.23,-1256.9,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.7766304,32.4184227,30906.9,0,0,0,-3.35738,-1687.19,-1.98148,0,0,0,30906.94336,88.56167254,85.3451767,109.6969871,0,0,0,0,0,0,0,0,0,0,30906.9,0,0,0,0,0,0,0,836095.7055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.840001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706954,-1.18E+06,-948.333,-606.235,-1256.89,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77706528,32.4184227,30906.9,0,0,0,-3.35735,-1687.19,-1.98115,0,0,0,30906.92773,88.56167511,85.34561157,109.6974233,0,0,0,0,0,0,0,0,0,0,30906.9,0,0,0,0,0,0,0,836082.4443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.848001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706949,-1.18E+06,-948.341,-606.24,-1256.88,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.77750397,32.41841888,30906.9,0,0,0,-3.35733,-1687.19,-1.98082,0,0,0,30906.91211,88.56167754,85.34605408,109.6978595,0,0,0,0,0,0,0,0,0,0,30906.9,0,0,0,0,0,0,0,836069.1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.856001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706944,-1.18E+06,-948.349,-606.245,-1256.88,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77794266,32.41841888,30906.9,0,0,0,-3.35731,-1687.19,-1.98048,0,0,0,30906.89648,88.56167989,85.34648895,109.698297,0,0,0,0,0,0,0,0,0,0,30906.9,0,0,0,0,0,0,0,836055.9207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.864,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706939,-1.18E+06,-948.357,-606.25,-1256.87,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77837753,32.41841888,30906.9,0,0,0,-3.35728,-1687.19,-1.98015,0,0,0,30906.87891,88.56168232,85.34692383,109.6987332,0,0,0,0,0,0,0,0,0,0,30906.9,0,0,0,0,0,0,0,836042.6589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.872001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706934,-1.18E+06,-948.365,-606.255,-1256.86,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77881622,32.41841888,30906.8,0,0,0,-3.35726,-1687.19,-1.97982,0,0,0,30906.86328,88.56168481,85.34736633,109.6991727,0,0,0,0,0,0,0,0,0,0,30906.8,0,0,0,0,0,0,0,836029.3971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.880001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706930,-1.18E+06,-948.373,-606.26,-1256.85,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.77925491,32.41841507,30906.8,0,0,0,-3.35724,-1687.19,-1.97949,0,0,0,30906.84766,88.56168739,85.34780121,109.6996107,0,0,0,0,0,0,0,0,0,0,30906.8,0,0,0,0,0,0,0,836016.1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.888,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706925,-1.18E+06,-948.381,-606.265,-1256.84,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.77968979,32.41841507,30906.8,0,0,0,-3.35721,-1687.19,-1.97916,0,0,0,30906.83203,88.56168961,85.34823608,109.7000483,0,0,0,0,0,0,0,0,0,0,30906.8,0,0,0,0,0,0,0,836002.8736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.896001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706920,-1.18E+06,-948.389,-606.27,-1256.83,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.78012848,32.41841507,30906.8,0,0,0,-3.35719,-1687.19,-1.97883,0,0,0,30906.81641,88.56169207,85.34867096,109.7004859,0,0,0,0,0,0,0,0,0,0,30906.8,0,0,0,0,0,0,0,835989.6118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.904,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1113129,706915,-1.18E+06,-948.396,-606.275,-1256.83,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.78056717,32.41841125,30906.8,0,0,0,-3.35717,-1687.19,-1.97849,0,0,0,30906.80078,88.56169451,85.34911346,109.700922,0,0,0,0,0,0,0,0,0,0,30906.8,0,0,0,0,0,0,0,835976.3504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.912001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706910,-1.18E+06,-948.404,-606.28,-1256.82,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.78100204,32.41841125,30906.8,0,0,0,-3.35714,-1687.19,-1.97816,0,0,0,30906.78516,88.56169698,85.34954834,109.7013596,0,0,0,0,0,0,0,0,0,0,30906.8,0,0,0,0,0,0,0,835963.0886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.920001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706905,-1.18E+06,-948.412,-606.285,-1256.81,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.78144073,32.41841125,30906.8,0,0,0,-3.35712,-1687.19,-1.97783,0,0,0,30906.76953,88.56169929,85.34998322,109.7017958,0,0,0,0,0,0,0,0,0,0,30906.8,0,0,0,0,0,0,0,835949.8276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.928,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706900,-1.18E+06,-948.42,-606.29,-1256.8,0.37676746,-0.6003319,-0.38972479,0.58801574,-2.61E-08,0,-5.55E-06,-41.78187943,32.41840744,30906.7,0,0,0,-3.3571,-1687.19,-1.9775,0,0,0,30906.75391,88.56170186,85.35042572,109.702232,0,0,0,0,0,0,0,0,0,0,30906.7,0,0,0,0,0,0,0,835936.5652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.936001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706896,-1.18E+06,-948.428,-606.295,-1256.79,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.7823143,32.41840744,30906.7,0,0,0,-3.35707,-1687.19,-1.97717,0,0,0,30906.73828,88.5617042,85.3508606,109.7026695,0,0,0,0,0,0,0,0,0,0,30906.7,0,0,0,0,0,0,0,835923.3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.944,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706891,-1.18E+06,-948.436,-606.3,-1256.78,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.78275299,32.41840744,30906.7,0,0,0,-3.35705,-1687.19,-1.97684,0,0,0,30906.7207,88.56170678,85.35129547,109.7031076,0,0,0,0,0,0,0,0,0,0,30906.7,0,0,0,0,0,0,0,835910.0428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.952001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706886,-1.18E+06,-948.444,-606.305,-1256.78,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.78318787,32.41840363,30906.7,0,0,0,-3.35703,-1687.19,-1.9765,0,0,0,30906.70508,88.5617089,85.35173798,109.7035465,0,0,0,0,0,0,0,0,0,0,30906.7,0,0,0,0,0,0,0,835896.7804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.960001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706881,-1.18E+06,-948.452,-606.31,-1256.77,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.78362656,32.41840363,30906.7,0,0,0,-3.357,-1687.19,-1.97617,0,0,0,30906.68945,88.56171149,85.35217285,109.7039846,0,0,0,0,0,0,0,0,0,0,30906.7,0,0,0,0,0,0,0,835883.5185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.968,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706876,-1.18E+06,-948.46,-606.315,-1256.76,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.78406525,32.41840363,30906.7,0,0,0,-3.35698,-1687.19,-1.97584,0,0,0,30906.67383,88.56171393,85.35260773,109.7044208,0,0,0,0,0,0,0,0,0,0,30906.7,0,0,0,0,0,0,0,835870.2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.976001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706871,-1.18E+06,-948.468,-606.32,-1256.75,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.78450012,32.41840363,30906.6,0,0,0,-3.35696,-1687.19,-1.97551,0,0,0,30906.6582,88.5617164,85.35305023,109.7048584,0,0,0,0,0,0,0,0,0,0,30906.6,0,0,0,0,0,0,0,835856.9955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.984001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706867,-1.18E+06,-948.476,-606.325,-1256.74,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.78493881,32.41839981,30906.6,0,0,0,-3.35693,-1687.19,-1.97518,0,0,0,30906.64258,88.56171883,85.35348511,109.7052946,0,0,0,0,0,0,0,0,0,0,30906.6,0,0,0,0,0,0,0,835843.7335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
14.992001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706862,-1.18E+06,-948.484,-606.33,-1256.73,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.58E-06,-41.7853775,32.41839981,30906.6,0,0,0,-3.35691,-1687.19,-1.97485,0,0,0,30906.62695,88.56172118,85.35391998,109.7057321,0,0,0,0,0,0,0,0,0,0,30906.6,0,0,0,0,0,0,0,835830.4719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
15.000001,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706857,-1.18E+06,-948.492,-606.335,-1256.72,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.78581238,32.41839981,30906.6,0,0,0,-3.35689,-1687.19,-1.97452,0,0,0,30906.61133,88.56172374,85.35436249,109.7061683,0,0,0,0,0,0,0,0,0,0,30906.6,0,0,0,0,0,0,0,835817.2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
15.008,11,1728.814941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E+06,706852,-1.18E+06,-948.499,-606.34,-1256.72,0.37676746,-0.6003319,-0.38972479,0.58801574,0,0,-5.55E-06,-41.78625107,32.418396,30906.6,0,0,0,-3.35686,-1687.19,-1.97418,0,0,0,30906.5957,88.56172607,85.35479736,109.7066064,0,0,0,0,0,0,0,0,0,0,30906.6,0,0,0,0,0,0,0,835803.9493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,543,552,565,480,470,477,496
